UNITID,RRFTCT,RET_PCF,STUFACR 
212276,47,57,17
212285,26,69,17
212294,27,78,19
212300,22,86,19
212328,42,71,15
212337,43,72,19
212355,75,72,22
212373,20,80,12
212382,37,62,21
212391,41,63,15
212434,77,70,10
212452,5,20,15
212568,10,90,11
212577,604,91,9
212601,590,84,13
212656,334,84,13
212674,703,89,10
212683,38,82,12
212708,37,54,14
212753,85,62,22
212771,,,5
212805,648,92,14
212832,73,73,13
212869,249,57,15
212878,1030,52,15
212911,330,97,8
212975,84,80,8
212984,288,73,13
212993,16,73,10
213002,44,41,22
213011,287,79,9
213020,2647,75,19
213163,,,6
213181,242,81,16
213215,47,45,15
213233,156,75,18
213251,391,88,13
213303,218,65,11
213321,500,75,12
213330,15,100,9
213349,1812,73,21
213358,229,72,12
213367,876,81,12
213376,337,54,16
213385,635,93,10
213400,121,75,15
213455,13,100,24
213473,35,64,11
213491,24,75,14
213507,415,85,11
213525,947,55,17
213534,219,66,13
213543,1198,96,10
213552,30,90,12
213570,149,64,21
213589,82,70,17
213598,331,76,16
213613,1039,68,21
213622,9,56,11
213659,1055,57,17
213668,347,82,14
213774,159,60,10
213783,468,75,18
213826,405,80,11
213914,100,67,35
213932,,,10
213987,594,80,13
213996,648,88,13
214023,29,66,20
214041,1277,77,21
214069,428,80,13
214111,1550,63,20
214148,74,84,7
214157,355,79,12
214166,182,67,12
214175,579,91,11
214254,190,56,39
214272,501,73,14
214290,281,68,21
214379,1498,62,20
214476,8,88,10
214528,116,78,13
214546,13,69,13
214582,305,52,14
214591,1047,83,15
214625,145,82,13
214634,51,59,11
214643,157,78,13
214652,205,70,16
214670,223,79,14
214689,1329,81,17
214698,241,75,16
214704,756,77,17
214713,737,83,14
214731,313,73,15
214740,128,77,11
214759,124,77,11
214768,325,79,14
214777,7999,93,17
214786,189,72,12
214795,212,75,11
214801,902,82,20
214810,212,75,14
214829,275,75,14
214838,6,33,
214883,2,100,12
214892,115,67,15
214944,155,78,13
214962,15,87,14
214971,14,93,11
215008,13,85,15
215026,0,,6
215044,,,20
215053,51,67,8
215062,2353,97,6
215099,531,79,13
215105,457,81,8
215114,137,75,14
215132,440,88,10
215239,1362,54,16
215266,321,72,18
215275,386,76,18
215284,674,80,20
215293,3851,93,14
215309,133,63,10
215336,22,86,11
215381,107,67,10
215390,75,87,13
215415,719,64,21
215433,130,60,13
215442,539,77,13
215479,,,5
215530,17,100,9
215585,251,59,17
215594,26,62,6
215628,0,,1
215637,178,95,23
215646,108,64,34
215655,988,83,15
215682,111,68,16
215691,112,67,10
215743,400,85,14
215770,1269,90,13
215798,472,82,12
215886,63,51,4
215929,878,89,11
215947,380,79,14
215974,16,63,10
215983,19,68,5
215992,83,17,8
216010,1516,74,19
216038,1408,82,22
216047,10,80,7
216074,30,93,8
216083,292,69,12
216162,,,8
216223,23,87,11
216278,589,83,12
216287,388,95,8
216296,402,78,16
216311,38,84,19
216339,4380,89,14
216357,303,69,13
216366,,,15
216418,54,63,8
216427,30,80,8
216436,102,67,12
216445,81,85,12
216454,82,81,11
216524,425,92,12
216542,134,73,12
216551,166,85,14
216579,55,98,23
216597,1659,94,12
216630,,,7
216649,,,11
216667,326,86,11
216694,407,82,13
216746,32,94,15
216764,2292,88,18
216773,6,100,10
216782,26,92,9
216807,300,82,10
216825,1072,62,18
216852,827,76,12
216931,584,79,15
217013,70,79,9
217040,17,82,9
217059,1069,79,16
217077,608,73,16
217086,35,63,10
217095,35,66,11
217156,1542,98,9
217165,890,87,14
217235,1731,79,24
217305,0,,13
217323,,,8
217350,,,7
217402,1027,92,12
217420,1128,79,15
217475,1627,65,18
217484,2970,82,17
217493,455,95,10
217518,1102,79,15
217536,463,84,13
217572,1,100,8
217581,21,95,7
217606,42,74,17
217615,254,53,16
217624,179,50,14
217633,502,77,14
217688,656,64,15
217712,174,52,17
217721,554,58,17
217749,619,81,12
217776,152,73,18
217794,16,81,10
217819,2110,79,15
217828,36,72,12
217837,211,49,17
217864,645,86,13
217873,385,71,13
217882,3286,92,16
217891,0,,10
217907,235,64,12
217925,101,69,14
217934,127,74,11
217961,231,71,11
217989,350,45,39
217998,207,60,12
218025,827,53,26
218043,28,63,7
218061,743,68,15
218070,755,89,11
218113,1570,49,16
218140,617,58,21
218159,5,40,20
218195,5,80,20
218229,516,68,15
218238,435,60,14
218335,,,9
218353,1568,52,20
218399,250,52,13
218414,237,72,12
218441,503,77,14
218487,437,54,16
218520,741,60,20
218539,296,83,12
218645,594,66,15
218654,371,51,17
218663,5002,88,18
218672,341,52,17
218681,275,43,20
218690,215,60,16
218706,99,46,18
218724,2084,67,17
218733,559,63,15
218742,754,73,17
218821,469,51,19
218830,889,56,17
218858,399,52,17
218867,7,86,18
218885,1788,47,20
218894,1893,50,21
218919,138,45,10
218955,96,39,14
218964,1096,77,14
218973,415,89,12
218991,865,52,18
219000,367,80,10
219037,24,83,14
219046,481,63,20
219055,9,33,7
219082,276,65,16
219091,168,66,9
219125,22,73,9
219143,657,84,13
219170,,,10
219189,374,78,13
219198,107,70,10
219204,12,25,13
219213,4,25,13
219259,326,68,18
219277,108,50,7
219295,121,53,10
219338,,,12
219347,541,77,15
219356,2137,77,17
219374,6,67,12
219383,236,72,14
219392,,,4
219408,50,22,10
219426,472,64,20
219453,78,83,11
219471,1174,74,17
219480,226,53,12
219505,9,67,11
219578,19,74,8
219587,21,95,15
219596,57,82,20
219602,1211,72,18
219639,88,73,12
219709,1243,83,13
219718,445,56,12
219790,187,59,15
219806,478,71,11
219824,1156,52,18
219833,262,84,13
219879,669,55,21
219888,781,60,19
219903,328,84,32
219921,47,77,16
219949,212,62,14
219976,683,80,12
219994,270,86,15
220002,0,,5
220057,407,52,18
220075,1849,69,18
220118,28,62,17
220127,160,77,20
220163,13,69,9
220181,230,82,13
220206,40,73,10
220215,355,74,14
220251,91,78,15
220279,88,72,23
220312,18,44,12
220321,61,87,17
220394,81,79,18
220400,725,48,23
220464,21,81,15
220473,162,67,17
220491,6,83,13
220516,213,76,11
220552,126,60,13
220570,5,80,15
220598,405,45,15
220604,149,58,13
220613,808,80,17
220631,185,69,13
220640,95,85,25
220701,272,55,17
220710,349,71,13
220756,42,76,16
220765,139,55,12
220808,111,68,11
220853,238,89,20
220862,2025,78,14
220978,3129,71,19
221014,206,80,13
221050,101,75,18
221096,852,58,21
221102,216,84,20
221148,242,69,28
221157,62,81,12
221184,845,53,19
221236,84,71,18
221254,23,78,8
221281,62,79,14
221290,27,67,20
221333,49,71,10
221351,545,88,11
221388,35,71,12
221397,814,58,16
221430,100,79,20
221485,1367,54,20
221494,163,75,20
221519,488,88,10
221582,70,73,16
221591,148,85,17
221607,73,86,21
221616,207,78,17
221625,182,91,13
221634,49,63,16
221643,1767,56,20
221661,368,78,14
221731,208,63,12
221740,2335,70,18
221759,4261,87,17
221768,1301,71,17
221795,3,67,12
221829,68,78,20
221838,1289,62,19
221847,2161,76,20
221856,85,41,19
221892,234,79,18
221908,859,59,21
221953,300,62,15
221971,366,88,10
221980,1,100,20
221999,1613,97,8
222026,2,100,12
222053,1142,54,21
222062,1196,56,18
222099,93,76,18
222105,31,60,15
222178,1026,75,14
222567,431,59,17
222576,870,58,22
222628,,,18
222822,796,46,15
222831,1207,62,19
222877,43,44,13
222886,134,73,15
222938,249,39,16
222983,364,86,12
222992,2396,56,21
223056,71,80,25
223083,,,14
223117,0,,7
223232,3189,89,15
223320,350,69,21
223427,5592,49,26
223463,5,100,22
223472,23,35,24
223506,16,94,17
223524,586,60,23
223773,399,51,26
223816,588,54,18
223852,14,71,4
223898,426,52,19
223922,250,46,18
224004,180,67,11
224013,27,85,18
224110,971,53,25
224147,1974,56,23
224156,72,79,18
224183,6,50,19
224226,488,72,13
224244,43,33,11
224271,25,76,23
224323,380,80,10
224350,560,59,14
224439,95,69,18
224527,340,61,14
224545,156,56,15
224554,920,68,18
224572,813,63,25
224615,419,55,20
224642,2798,62,26
224660,185,83,13
224679,161,73,15
224758,24,79,10
224776,164,41,18
224828,19,79,4
224891,138,44,17
224961,161,47,15
225070,611,52,18
225201,20,45,18
225247,413,64,12
225308,894,63,20
225371,501,52,20
225399,567,66,16
225414,0,,16
225423,3791,56,22
225432,1007,66,22
225502,281,55,17
225511,3321,86,22
225520,346,47,15
225548,342,54,10
225575,223,57,15
225627,997,76,14
225779,96,73,10
225788,95,87,10
225849,0,,23
225858,0,,40
225876,139,45,18
225885,157,55,19
225991,24,67,13
226019,847,59,17
226091,1400,60,22
226107,325,49,21
226116,208,56,17
226125,62,63,14
226134,964,63,22
226152,821,76,21
226204,445,69,13
226231,300,83,14
226277,164,70,20
226374,16,75,13
226383,255,72,12
226408,209,62,14
226471,672,68,17
226578,1044,56,17
226587,249,52,10
226675,2,50,8
226772,13,54,8
226806,0,,17
226833,802,72,17
226860,12,75,14
226879,43,70,14
226903,255,58,29
226930,730,60,27
227003,137,67,30
227058,83,69,18
227146,1523,50,17
227155,10,30,16
227182,6261,65,18
227191,739,61,26
227216,4182,78,23
227225,461,63,20
227243,86,22,18
227298,,,30
227304,397,76,17
227313,146,86,19
227322,148,90,24
227331,335,63,16
227368,3269,76,22
227377,805,71,24
227386,380,48,18
227401,970,55,22
227429,56,48,15
227526,1463,67,18
227687,369,42,23
227748,36,61,13
227757,976,96,6
227766,982,70,23
227836,152,80,40
227845,791,83,13
227854,481,49,15
227863,233,88,9
227881,2375,79,21
227924,1415,54,19
227979,2668,66,19
228042,299,67,14
228088,23,78,24
228149,596,77,12
228158,1192,46,25
228185,32,28,20
228200,120,63,17
228219,69,51,20
228246,1428,89,11
228282,,,13
228316,514,59,22
228325,203,74,16
228343,491,82,12
228431,2227,70,20
228459,5314,76,23
228468,167,69,12
228486,2,50,13
228501,301,51,15
228529,1697,68,19
228547,4507,59,25
228608,358,44,17
228635,,,2
228644,,,7
228653,,,24
228680,787,46,13
228699,489,66,21
228705,1216,64,20
228723,9030,90,20
228769,2624,69,26
228778,7118,94,17
228787,2193,86,22
228796,2961,68,20
228802,701,61,21
228875,1933,90,13
228884,240,35,20
228981,346,70,13
229018,314,69,18
229027,3559,64,23
229036,103,81,30
229063,1057,53,18
229115,4725,83,22
229151,,,20
229160,266,51,15
229179,1155,74,19
229267,534,88,9
229300,,,5
229319,493,49,19
229328,159,31,13
229337,,,6
229355,2452,53,21
229416,556,69,32
229425,5,80,16
229504,336,53,16
229522,4,100,4
229540,390,56,13
229656,50,74,24
229780,315,45,10
229799,859,50,18
229814,1283,67,20
229832,322,59,17
229841,1162,64,20
229887,286,52,18
229957,32,81,9
230010,60,47,16
230038,4366,87,18
230047,510,61,15
230056,3,67,10
230065,81,81,16
230135,28,96,12
230144,23,96,12
230162,103,58,12
230171,646,54,20
230199,24,17,8
230205,15,87,20
230214,33,79,15
230366,4,75,12
230384,0,,24
230418,341,74,23
230472,0,,24
230490,37,64,14
230597,1323,55,20
230603,1166,66,18
230621,19,50,16
230630,15,80,20
230676,53,87,14
230728,2935,71,22
230737,1365,59,22
230746,1357,56,21
230764,2790,89,17
230782,1212,55,21
230807,446,72,9
230816,140,84,9
230825,32,47,6
230834,480,73,13
230852,594,80,14
230861,232,54,13
230889,2,50,6
230898,135,69,14
230913,224,74,13
230931,361,61,14
230940,46,67,5
230959,625,96,9
230977,15,93,13
230995,571,71,10
231004,34,50,8
231059,506,90,12
231077,29,66,11
231086,92,61,14
231095,17,82,8
231165,191,75,10
231174,2483,87,15
231280,81,86,16
231411,168,77,24
231420,235,55,13
231536,554,67,21
231554,120,60,14
231581,536,74,15
231624,1479,95,12
231651,213,78,32
231688,5,60,7
231697,462,60,20
231712,1276,87,15
231721,4,50,22
231785,0,,12
231828,0,,12
231837,51,73,9
231873,162,61,17
231882,457,62,20
232016,0,,12
232025,264,73,11
232043,232,75,10
232052,90,58,15
232089,554,48,15
232186,2992,88,16
232195,784,66,27
232256,292,83,11
232265,955,80,9
232308,146,80,8
232414,825,59,20
232423,4199,92,16
232450,835,57,23
232502,28,46,24
232557,3162,69,18
232566,1091,79,17
232575,583,67,19
232609,512,70,11
232618,,,4
232672,217,73,11
232681,927,78,15
232706,397,81,13
232724,,,3
232788,409,62,24
232797,0,,7
232867,477,60,29
232885,,,8
232919,95,82,10
232937,772,74,18
232946,5819,69,24
232982,2908,81,20
233019,370,61,22
233037,120,48,14
233082,0,,2
233091,88,63,12
233116,349,70,19
233277,1986,75,18
233286,34,74,11
233295,382,77,12
233301,216,74,10
233310,222,56,26
233329,87,55,19
233338,410,57,21
233356,4,100,8
233374,805,94,8
233408,7,86,8
233426,542,80,11
233480,,,5
233541,418,76,10
233611,185,70,15
233639,411,70,23
233648,437,64,24
233657,18,94,16
233666,22,90,14
233684,58,43,30
233718,197,75,8
233754,935,60,23
233772,3033,59,22
233897,332,67,12
233903,329,69,20
233921,5298,93,16
233949,1056,60,26
234030,3513,86,17
234076,3516,97,15
234085,419,89,11
234119,35,74,20
234137,70,47,10
234155,1136,61,14
234164,402,50,14
234173,453,66,13
234191,6,67,14
234207,480,97,8
234216,,,6
234225,56,96,14
234359,51,90,9
234377,442,65,26
234401,32,63,10
234492,104,59,19
234650,17,88,15
234669,0,,18
234696,59,58,22
234711,267,64,17
234739,49,76,30
234784,101,67,24
234827,1486,79,19
234845,0,,17
234915,,,11
234924,25,84,14
234933,819,64,15
234951,251,63,23
234979,0,,20
235024,166,69,7
235088,72,82,17
235097,1469,77,21
235103,397,62,14
235149,512,67,17
235158,13,85,13
235167,497,69,22
235237,325,53,18
235307,46,87,16
235316,1238,92,11
235334,246,53,20
235343,602,62,12
235352,9,89,10
235422,74,68,8
235431,330,63,15
235495,3,100,10
235501,186,84,15
235510,0,,19
235529,0,,16
235547,,,9
235583,28,71,13
235671,158,65,16
235699,0,,15
235750,239,62,16
235769,48,48,14
235954,3,100,12
236018,30,77,10
236027,27,78,12
236072,0,,16
236133,201,74,13
236188,0,,19
236212,176,81,22
236230,649,82,11
236258,0,,15
236328,670,87,11
236382,134,67,14
236452,158,80,12
236504,0,,15
236513,0,,15
236531,22,77,25
236577,765,85,15
236595,958,87,12
236610,341,68,17
236638,432,60,15
236656,401,59,17
236692,597,58,17
236708,808,58,18
236744,34,65,19
236753,529,65,18
236887,454,63,17
236896,385,79,13
236939,3695,80,15
236948,6144,94,18
236975,461,63,17
236993,59,73,20
237011,2764,83,19
237039,289,64,15
237057,392,94,9
237066,592,85,11
237109,317,60,19
237118,438,56,16
237127,7,71,11
237136,48,73,14
237145,16,81,7
237172,109,16,12
237181,181,70,11
237215,158,60,15
237242,37,97,3
237303,41,59,17
237312,271,61,15
237321,41,76,10
237330,507,67,15
237358,217,70,12
237367,741,64,15
237385,175,65,16
237437,120,42,26
237473,93,88,11
237491,6,83,9
237525,1843,73,19
237543,67,88,7
237552,25,92,10
237561,27,100,10
237570,14,79,8
237598,5,80,17
237604,37,41,27
237613,43,88,13
237640,82,54,10
237686,2,50,15
237701,624,42,22
237729,11,82,15
237783,124,38,18
237792,676,68,16
237817,392,49,13
237844,66,61,13
237899,394,58,16
237905,,,7
237932,498,66,14
237950,298,53,12
237969,471,73,13
237978,54,63,19
237987,66,44,16
237996,83,59,24
238005,31,84,20
238014,249,57,16
238032,4901,77,21
238078,250,74,12
238096,9,89,8
238166,16,69,14
238175,31,74,11
238193,202,74,10
238263,0,,11
238324,41,88,10
238333,299,85,10
238397,230,52,12
238430,195,72,17
238458,678,79,14
238476,714,80,13
238573,,,7
238616,580,74,13
238661,298,81,11
238722,391,65,12
238759,407,68,14
238786,15,93,20
238810,36,75,13
238892,0,,16
238980,214,69,14
239008,226,65,13
239017,392,90,9
239071,206,76,14
239080,248,73,11
239105,1989,89,14
239132,22,64,
239220,265,56,12
239248,897,54,12
239309,157,76,10
239318,538,82,15
239372,163,75,15
239390,113,78,10
239442,149,60,8
239460,486,64,19
239488,684,55,17
239503,40,48,22
239512,140,66,11
239628,238,84,11
239716,539,84,14
239743,40,73,7
239877,27,81,9
239910,280,76,13
239929,0,,12
240055,3642,59,22
240107,303,71,11
240116,896,63,12
240125,256,70,18
240170,588,60,11
240189,2096,80,21
240198,320,69,9
240240,16,94,11
240268,2014,82,20
240277,782,78,23
240329,1995,86,19
240338,229,70,12
240365,1730,78,22
240374,686,74,21
240392,45,33,15
240417,1561,76,20
240426,318,73,16
240444,6323,95,18
240453,3201,70,18
240462,1625,78,21
240471,1059,76,21
240480,1624,78,20
240505,616,60,12
240514,235,47,11
240596,229,67,17
240620,318,57,15
240657,372,62,12
240666,448,61,16
240693,356,73,16
240709,25,52,14
240718,410,78,25
240727,1568,76,15
240736,3,100,25
240745,97,62,15
240754,488,76,17
240790,24,58,26
240879,153,73,28
240985,117,61,36
241100,35,66,25
241128,79,67,29
241146,328,59,10
241182,195,81,30
241191,195,67,16
241216,249,88,26
241225,208,73,18
241304,1,0,19
241331,0,,20
241377,91,73,18
241386,7,71,13
241395,97,72,22
241410,1076,82,22
241517,0,,34
241614,13,46,6
241720,45,62,22
241739,1267,70,32
241766,24,92,6
241836,7,100,13
241906,109,67,17
241951,86,85,13
242042,308,80,12
242112,245,66,24
242121,14,43,30
242130,151,96,24
242149,219,16,20
242316,298,66,18
242413,118,80,20
242422,8287,78,11
242556,436,41,14
242565,77,78,18
242583,259,100,11
242617,663,81,25
242626,624,76,28
242635,615,73,28
242644,283,83,29
242653,702,74,25
242662,704,76,34
242680,323,73,29
242699,225,72,22
242705,781,74,28
242750,57,84,12
242820,591,68,25
242884,2157,60,18
242945,180,81,22
242954,63,71,20
242972,288,60,29
242981,50,50,27
243072,525,67,23
243106,542,80,26
243115,768,79,22
243133,840,86,23
243142,624,80,23
243151,871,87,25
243179,657,91,16
243188,99,57,18
243197,1850,92,17
243203,,,3
243212,531,86,18
243221,2180,90,16
243346,895,69,33
243407,7,100,7
243443,669,75,22
243568,12,92,20
243577,348,78,19
243586,170,73,25
243601,1384,75,40
243638,338,59,28
243647,181,49,10
243665,274,75,11
243744,1674,98,10
243780,6373,92,12
243799,5,80,8
243823,0,,16
243832,14,71,16
243841,361,27,22
244011,1,0,23
244154,0,,16
244190,1,100,9
244233,0,,10
244279,40,75,12
244437,2133,61,19
244446,281,56,17
244491,24,92,18
244561,,,15
244613,91,79,23
245069,10,50,20
245281,6,83,6
245290,31,81,10
245342,0,,51
245421,15,67,8
245430,14,71,10
245625,328,61,17
245652,83,90,9
245731,,,16
245777,0,,16
245838,,,8
245847,,,11
245883,,,9
245892,,,6
245953,240,45,11
245962,0,,5
245980,14,79,14
245999,189,67,20
246008,141,67,14
246017,80,28,7
246035,0,,11
246071,20,90,4
246202,40,79,26
246266,169,79,24
246354,419,62,20
246406,38,97,15
246415,0,,12
246460,83,36,18
246594,44,80,16
246789,5,80,13
246813,337,53,13
246895,121,74,17
246974,70,69,36
247010,28,93,6
247047,15,71,17
247065,0,,10
247153,57,46,20
247162,,,3
247409,59,83,16
247603,533,70,19
247649,126,69,6
247700,2,100,13
247773,15,100,13
247825,,,4
247834,3167,66,26
247940,595,54,13
248165,20,30,19
248192,12,67,8
248305,29,69,18
248314,4,100,20
248527,39,72,20
248606,68,22,15
248624,12,92,15
248633,30,67,10
248660,1,100,17
248703,95,92,18
248846,66,86,15
248882,0,,13
248925,226,73,16
248934,257,56,21
249140,150,51,21
249238,30,93,14
249566,360,81,5
249609,66,59,13
250027,95,68,10
250072,44,73,16
250285,63,63,11
250498,34,76,11
250601,12,58,15
250744,92,36,25
250902,33,62,15
250993,38,63,9
251075,68,76,39
251251,0,,10
251260,1060,58,23
251312,22,36,12
260293,0,,24
260336,3,100,2
260354,8,75,13
260363,0,,14
260372,37,41,20
260664,,,4
260691,325,67,25
260789,0,,17
260813,0,,10
260901,9,33,27
260910,0,,27
260929,19,63,15
260947,2,50,6
260965,7,86,15
260974,0,,13
260992,123,42,17
261375,63,89,19
261384,27,93,13
261393,39,97,17
261436,486,76,15
261472,0,,15
261676,62,82,22
261685,35,77,16
261719,48,44,32
261773,24,33,8
261861,30,80,21
261931,0,,14
262031,1152,61,24
262086,0,,15
262129,222,80,10
262165,1,100,5
262235,3,100,20
262299,20,70,15
262332,0,,46
262341,320,91,12
262369,106,87,14
262402,,,6
262466,,,8
262509,81,69,19
262660,15,53,10
362700,30,80,16
362782,,,14
363013,21,86,18
363077,44,84,16
363147,5,100,15
363165,139,43,14
363387,66,65,25
363439,0,,11
363590,58,66,24
363633,87,48,17
363679,50,66,14
363712,18,94,11
363882,1,100,14
363907,59,76,17
363916,10,90,12
363934,107,58,14
364016,780,65,18
364025,1269,63,21
364122,,,2
364168,0,,11
364326,,,47
364335,108,75,30
364548,248,91,4
364575,24,46,10
364584,26,69,7
364627,67,61,10
364636,32,53,10
364751,,,26
364760,34,71,11
364812,1,100,10
364946,24,83,3
364955,126,77,34
364964,31,90,12
364973,132,71,31
365055,262,50,14
365073,3,33,9
365091,24,79,20
365125,22,86,13
365198,17,76,10
365204,2026,83,10
365213,14,64,8
365240,,,12
365374,67,81,9
365383,108,60,8
365480,45,80,10
365505,55,80,11
365569,13,100,13
365693,85,75,8
365763,31,100,15
365824,62,74,27
365833,51,80,23
366003,1,100,8
366155,15,80,25
366191,372,77,34
366252,443,76,18
366261,39,95,19
366270,43,53,17
366289,4,75,14
366340,43,21,21
366395,4603,67,24
366401,872,77,27
366438,28,79,15
366465,157,55,16
366535,171,61,20
366544,46,59,24
366553,6,33,16
366571,,,10
366580,0,,19
366623,3,100,5
366632,20,100,20
366650,3,33,18
366678,0,,21
366696,0,,28
366711,2100,83,26
366748,4,75,16
366960,88,84,23
367024,1,0,27
367051,19,95,15
367088,25,67,16
367097,47,78,21
367103,14,64,12
367112,107,48,16
367130,30,80,18
367158,17,88,27
367194,61,69,7
367334,,,9
367361,12,67,12
367398,226,84,24
367431,23,78,13
367459,952,56,18
367662,6,67,18
367839,32,75,10
367875,87,53,12
367884,55,60,15
367909,0,,20
367936,12,42,9
367972,30,87,22
367981,5,100,17
368036,,,24
368230,57,63,19
368364,52,37,18
368407,20,60,11
368443,1,100,20
368452,38,66,9
368540,8,88,15
368601,1,100,23
368629,228,66,25
368647,0,,7
368771,,,35
368780,124,55,18
368805,51,55,30
368832,7,86,20
368911,99,56,11
369084,0,,12
369109,24,71,5
369400,646,70,29
369419,703,100,9
369446,7,43,13
369455,,,16
369516,0,,7
369668,176,86,10
369686,95,74,22
369695,31,87,32
369783,100,82,25
369792,,,9
369862,62,39,17
369905,0,,8
369950,,,10
371034,16,63,15
371052,59,41,22
371140,14,71,5
371265,136,76,30
371690,407,18,30
371760,114,64,22
371779,75,63,27
371830,17,18,25
371928,37,86,14
371964,,,20
371982,71,73,30
372000,17,88,20
372028,50,80,37
372037,140,65,28
372073,0,,19
372082,32,56,25
372240,14,50,15
372329,232,90,7
372356,13,69,12
372462,10,80,13
372578,0,,10
372718,13,100,12
372772,70,56,19
372921,118,58,18
372958,10,60,17
373058,60,50,24
373085,62,48,12
373216,122,91,16
373456,12,100,6
373526,,,7
373605,18,12,10
373678,30,87,17
373696,64,72,13
373711,11,82,11
373784,200,62,25
373890,,,34
374316,4,75,10
374343,25,92,16
374440,1,0,10
374574,101,80,18
374592,96,68,17
374875,187,70,20
374927,21,86,7
374972,1,100,20
374990,18,61,20
375106,,,15
375230,10,90,24
375300,64,73,7
375319,29,72,8
375373,151,94,13
375407,33,82,12
375416,160,59,14
375489,1,0,8
375540,18,83,25
375568,4,100,15
375647,28,61,5
375656,36,22,12
375683,67,99,18
375692,8,88,6
375708,36,56,24
375717,22,82,15
375726,48,54,4
375735,36,19,9
375744,4,75,8
375753,21,67,15
375762,15,73,11
375841,88,74,29
375939,123,67,15
375966,8,88,20
375984,105,44,29
376224,21,70,34
376242,30,77,15
376288,58,66,8
376321,313,55,22
376330,35,89,15
376385,1,0,28
376446,6,83,10
376631,16,81,18
376668,14,54,22
376677,16,63,8
376695,238,52,16
376950,4,75,2
376987,92,68,15
377069,0,,21
377111,120,78,17
377193,0,,7
377218,21,86,17
377272,54,83,11
377281,65,77,12
377315,30,73,8
377342,0,,15
377449,24,67,10
377458,40,65,15
377485,14,57,9
377546,33,67,14
377555,554,83,19
377564,392,71,16
377652,151,70,24
377661,35,77,26
377670,50,60,20
377722,75,87,13
377759,20,20,10
378105,,,28
378406,0,,28
378576,0,,15
378886,12,75,17
378956,99,64,11
379135,34,53,23
379621,19,89,11
379746,,,20
379782,0,,15
380067,103,86,20
380094,135,69,17
380359,92,67,15
380368,168,49,29
380377,29,55,13
380401,19,42,13
380438,59,81,12
380456,21,76,15
380465,13,31,15
380474,78,63,25
381255,35,97,15
381282,34,74,20
381325,36,78,15
381361,14,86,5
381370,90,79,12
381404,124,86,18
381486,6,100,5
381529,26,65,13
381617,9,33,19
381635,24,96,10
381644,46,61,25
381699,18,50,11
381705,21,52,12
381732,35,74,16
381750,15,60,
381787,0,,14
381866,,,16
381909,0,,31
381945,138,84,15
382063,3,67,10
382258,28,100,7
382267,9,78,25
382276,125,78,21
382416,7,86,10
382461,6,67,12
382504,210,80,30
382771,109,51,16
382780,45,67,12
382896,89,67,30
382902,34,68,13
382911,47,55,9
382957,90,51,17
383020,,,6
383084,942,18,40
383163,8,88,20
383172,,,16
383190,452,51,16
383251,24,42,14
383279,15,67,10
383297,79,88,11
383312,82,91,10
383330,45,87,3
383367,113,77,5
383400,,,8
383464,93,59,15
383507,3,100,3
383525,17,76,10
383765,29,79,17
383792,123,84,24
383899,624,55,29
383950,84,40,9
383996,69,45,14
384254,41,80,11
384333,855,66,19
384342,511,55,19
384412,12,67,12
384421,32,78,18
385008,53,83,23
385132,87,90,11
385503,61,62,17
385549,47,51,9
385619,53,75,7
386153,143,92,18
386472,4,50,12
387660,1,100,5
387819,49,65,6
387925,84,62,25
388043,43,30,10
388520,6,50,13
388663,42,73,12
389727,21,52,11
389860,133,77,5
390701,3,0,24
390905,246,96,20
391005,15,73,20
391333,9,56,10
391546,3,33,10
391564,,,19
391759,1,100,13
392257,802,76,17
392354,1,100,2
392415,58,67,25
392798,2,50,3
392840,53,57,8
393180,138,73,13
393524,48,85,18
393649,444,70,30
393861,44,95,20
393977,7,100,16
395195,50,44,15
395362,155,54,15
395690,,,20
397270,1,100,10
397942,347,73,30
398130,53,60,18
398574,252,70,24
399212,1084,77,38
399869,50,75,19
399911,112,96,9
400080,941,36,14
400187,154,93,25
401223,2,100,7
401339,57,58,32
401481,8,88,9
401764,83,88,20
402563,19,74,12
402615,,,6
402776,13,92,8
402800,18,94,17
403414,3,100,7
403469,69,69,23
403478,160,65,17
403487,269,67,34
404037,,,18
404055,80,50,22
404073,11,45,22
404082,41,44,25
404338,3,67,8
404365,44,55,32
404374,51,39,24
404383,101,48,28
404426,288,50,27
404499,103,76,21
404505,53,70,18
404514,63,79,21
404648,10,40,18
404684,189,79,16
404718,33,73,29
404806,0,,16
404912,321,74,25
404994,1322,40,20
405012,60,83,23
405021,19,79,20
405058,42,79,22
405076,271,47,30
405748,7,71,5
405854,15,53,16
405872,513,71,15
405997,63,49,13
406024,39,59,11
406033,82,71,12
406149,,,7
406194,4,50,12
406200,673,71,14
406219,,,2
406325,16,75,7
406361,4,50,9
406413,43,74,18
406422,30,67,10
406486,,,5
406495,114,71,20
406547,0,,20
407009,267,86,13
407054,,,15
407063,0,,15
407090,0,,11
407142,11,100,20
407151,22,68,20
407179,55,80,17
407285,2,50,9
407319,0,,13
407328,38,71,12
407355,31,87,18
407391,9,89,13
407407,32,97,13
407425,21,90,11
407434,66,79,7
407452,52,94,4
407461,91,81,12
407470,71,66,15
407489,18,83,3
407513,113,82,11
407522,,,11
407568,10,90,19
407577,244,63,20
407595,115,75,12
407601,2,0,5
407683,13,77,16
407708,42,81,15
407726,18,56,
407735,45,53,14
