UNITID,EFYTOTLT
217606,450
217606,436
217606,14
217615,3597
217615,3597
217624,743
217624,743
217633,3219
217633,2825
217633,394
217688,4935
217688,4136
217688,799
217712,3373
217712,3373
217721,2822
217721,2822
217749,3786
217749,3199
217749,587
217776,2517
217776,1683
217776,834
217794,186
217794,186
217819,14268
217819,11353
217819,2915
217828,87
217828,87
217837,1611
217837,1611
217864,4206
217864,3019
217864,1187
217873,2207
217873,2138
217873,69
217882,24637
217882,18453
217882,6184
217891,190
217891,190
217907,1412
217907,1336
217907,76
217925,1418
217925,646
217925,772
217934,1429
217934,1225
217934,204
217961,3882
217961,879
217961,3003
217989,2573
217989,2573
217998,919
217998,626
217998,293
218025,8335
218025,8335
218043,209
218043,209
218061,4879
218061,4140
218061,739
218070,3318
218070,2988
218070,330
218089,197
218089,156
218089,41
218113,18128
218113,18128
218140,10071
218140,10071
218159,151
218159,151
218195,131
218195,131
218229,3273
218229,3050
218229,223
218238,3760
218238,3672
218238,88
218265,122
218265,122
218335,3169
218335,274
218335,2895
218353,16105
218353,16105
218399,946
218399,946
218414,1112
218414,1112
218441,2727
218441,2423
218441,304
218487,3740
218487,3740
218520,8401
218520,8401
218539,1501
218539,1188
218539,313
218645,4093
218645,3700
218645,393
218654,2026
218654,2026
218663,36273
218663,26194
218663,10079
218672,2355
218672,2355
218681,1257
218681,1257
218690,1164
218690,1164
218706,703
218706,703
218724,10915
218724,9610
218724,1305
218733,3853
218733,3233
218733,620
218742,6750
218742,6273
218742,477
218751,339
218751,339
218821,865
218821,865
218830,8015
218830,8015
218858,6071
218858,6071
218867,39
218867,39
218885,8636
218885,8636
218894,24083
218894,24083
218919,566
218919,566
218955,1013
218955,1013
218964,7081
218964,5604
218964,1477
218973,1680
218973,1680
218991,7182
218991,7182
219000,1957
219000,1793
219000,164
219037,173
219037,173
219046,6497
219046,5389
219046,1108
219055,381
219055,381
219082,4893
219082,4354
219082,539
219091,1006
219091,918
219091,88
219125,139
219125,139
219143,1894
219143,1894
219170,30
219170,30
219189,1476
219189,1476
219198,1720
219198,1551
219198,169
219204,2879
219204,2879
219213,1017
219213,1017
219240,210
219240,210
219259,3932
219259,3233
219259,699
219277,2312
219277,2253
219277,59
219295,937
219295,937
219338,18
219338,18
219347,3066
219347,2659
219347,407
219356,14767
219356,12891
219356,1876
219374,1642
219374,1529
219374,113
219383,2039
219383,1507
219383,532
219392,24
219392,24
219408,286
219408,286
219426,3034
219426,3034
219453,217
219453,217
219471,14023
219471,9795
219471,4228
219480,1380
219480,1380
219505,187
219505,179
219505,8
219578,629
219578,578
219578,51
219587,103
219587,103
219596,421
219596,421
219602,12592
219602,11432
219602,1160
219639,1273
219639,1273
219709,7425
219709,5810
219709,1615
219718,8545
219718,6412
219718,2133
219790,2096
219790,1941
219790,155
219806,2423
219806,1849
219806,574
219824,13104
219824,13104
219833,2043
219833,1412
219833,631
219842,289
219842,289
219879,4830
219879,4830
219888,7070
219888,7070
219903,2397
219903,2397
219921,350
219921,350
219949,1933
219949,1584
219949,349
219976,5629
219976,3486
219976,2143
219994,850
219994,850
220002,303
220002,303
220057,4143
220057,4143
220075,16999
220075,13455
220075,3544
220118,624
220118,624
220127,836
220127,836
220136,136
220136,136
220163,98
220163,98
220181,682
220181,645
220181,37
220206,372
220206,372
220215,2018
220215,1456
220215,562
220251,460
220251,460
220279,647
220279,647
220312,415
220312,415
220321,565
220321,565
220394,293
220394,293
220400,6180
220400,6180
220464,151
220464,151
220473,1196
220473,923
220473,273
220491,223
220491,223
220516,3296
220516,2769
220516,527
220552,1578
220552,1149
220552,429
220570,74
220570,74
220598,1661
220598,1661
220604,1288
220604,1288
220613,5585
220613,5100
220613,485
220631,4407
220631,1906
220631,2501
220640,814
220640,814
220701,1272
220701,1272
220710,1209
220710,1209
220756,253
220756,253
220765,726
220765,726
220792,812
220792,812
220808,469
220808,387
220808,82
220853,1565
220853,1565
220862,25072
220862,19939
220862,5133
220871,520
220871,520
220978,28115
220978,24521
220978,3594
220996,206
220996,206
221014,1308
221014,1027
221014,281
221050,1180
221050,1180
221096,6434
221096,6434
221102,1011
221102,1011
221148,2681
221148,2681
221157,263
221157,263
221184,14573
221184,14573
221236,479
221236,479
221254,189
221254,189
221281,494
221281,494
221290,201
221290,201
221333,840
221333,840
221351,2155
221351,2142
221351,13
221388,268
221388,268
221397,8183
221397,8183
221430,365
221430,365
221485,16180
221485,16180
221494,683
221494,683
221519,1901
221519,1692
221519,209
221582,489
221582,489
221591,537
221591,537
221607,282
221607,282
221616,573
221616,573
221625,1393
221625,1393
221634,290
221634,290
221643,15244
221643,15244
221661,3716
221661,3078
221661,638
221670,510
221670,510
221731,1251
221731,1230
221731,21
221740,12965
221740,11265
221740,1700
221759,33332
221759,23202
221759,10130
221768,8507
221768,7942
221768,565
221795,251
221795,251
221829,344
221829,344
221838,10408
221838,7869
221838,2539
221847,12603
221847,11252
221847,1351
221856,1261
221856,935
221856,326
221892,2961
221892,1711
221892,1250
221908,7676
221908,7676
221953,2397
221953,2103
221953,294
221971,5067
221971,3386
221971,1681
221980,159
221980,159
221999,13577
221999,6978
221999,6599
222026,98
222026,98
222053,11482
222053,11482
222062,8010
222062,8010
222099,334
222099,334
222105,227
222105,227
222178,4853
222178,3852
222178,1001
222567,8240
222567,8240
222576,13917
222576,13917
222628,2218
222628,410
222628,1808
222822,7181
222822,7181
222831,7467
222831,5984
222831,1483
222877,292
222877,274
222877,18
222886,236
222886,236
222938,3300
222938,3300
222983,1254
222983,1238
222983,16
222992,67145
222992,67145
223001,206
223001,206
223056,116
223056,116
223083,566
223083,566
223117,155
223117,70
223117,85
223223,1627
223223,1627
223232,16726
223232,13927
223232,2799
223320,4845
223320,4845
223427,26068
223427,26068
223463,1561
223463,1561
223472,423
223472,423
223506,6358
223506,6358
223524,22735
223524,22735
223773,12541
223773,12541
223816,38650
223816,38650
223852,72
223852,72
223898,5134
223898,5134
223922,2095
223922,2095
224004,2988
224004,1773
224004,1215
224013,52
224013,52
224110,15247
224110,15247
224147,12911
224147,10073
224147,2838
224156,460
224156,460
224183,243
224183,243
224226,6788
224226,4316
224226,2472
224244,356
224244,356
224271,281
224271,281
224305,2526
224305,2526
224323,3024
224323,1475
224323,1549
224350,14604
224350,14604
224439,1453
224439,1453
224527,1345
224527,1273
224527,72
224545,2339
224545,1725
224545,614
224554,14148
224554,8023
224554,6125
224572,26380
224572,26380
224615,18649
224615,18649
224642,39225
224642,39225
224660,700
224660,700
224679,1185
224679,1185
224712,107
224712,107
224758,75
224758,75
224776,2054
224776,2038
224776,16
224828,132
224828,132
224891,1481
224891,1481
224961,3407
224961,3407
225070,6613
225070,6613
225201,1178
225201,1166
225201,12
225247,2446
225247,1945
225247,501
225308,10673
225308,10673
225371,6379
225371,6379
225399,3492
225399,2505
225399,987
225414,9998
225414,5947
225414,4051
225423,87344
225423,87344
225432,17156
225432,16798
225432,358
225502,5473
225502,3562
225502,1911
225511,45643
225511,36128
225511,9515
225520,5406
225520,5406
225548,1274
225548,1174
225548,100
225575,1103
225575,1034
225575,69
225627,11163
225627,8134
225627,3029
225779,199
225779,199
225788,233
225788,233
225849,1140
225849,1140
225858,1097
225858,1097
225876,701
225876,701
225885,693
225885,693
225991,236
225991,236
226019,7735
226019,7735
226091,19665
226091,11200
226091,8465
226107,3142
226107,3142
226116,3461
226116,3461
226125,274
226125,274
226134,11710
226134,11710
226152,8635
226152,7679
226152,956
226204,8703
226204,8703
226231,3798
226231,3128
226231,670
226277,1523
226277,1523
226374,82
226374,82
226383,2501
226383,1792
226383,709
226408,5702
226408,5702
226471,4267
226471,3531
226471,736
226578,12867
226578,12867
226587,1399
226587,1395
226587,4
226675,402
226675,402
226772,86
226772,86
226806,9834
226806,9834
226833,6751
226833,5887
226833,864
226860,80
226860,80
226879,314
226879,314
226903,585
226903,585
226930,15884
226930,15884
227003,877
227003,877
227058,170
227058,170
227146,14365
227146,14365
227155,89
227155,89
227182,99679
227182,99679
227191,19849
227191,19849
227216,42303
227216,33456
227216,8847
227225,4575
227225,4575
227243,781
227243,698
227243,83
227289,177
227289,177
227298,608
227298,608
227304,7255
227304,7255
227313,365
227313,365
227322,380
227322,380
227331,3755
227331,1691
227331,2064
227368,23832
227368,20047
227368,3785
227377,15598
227377,14288
227377,1310
227386,3535
227386,3535
227401,7265
227401,7265
227429,339
227429,339
227526,9415
227526,7413
227526,2002
227687,2547
227687,2547
227748,440
227748,440
227757,7115
227757,4234
227757,2881
227766,34044
227766,34044
227836,888
227836,888
227845,5297
227845,4407
227845,890
227854,16380
227854,16380
227863,4106
227863,1731
227863,2375
227881,21597
227881,17870
227881,3727
227924,34369
227924,34369
227979,40943
227979,40943
228042,1241
228042,1150
228042,91
228088,56
228088,56
228149,4184
228149,2534
228149,1650
228158,15088
228158,15088
228185,64
228185,64
228194,1249
228194,1249
228200,588
228200,588
228219,679
228219,679
228246,12300
228246,6901
228246,5399
228282,270
228282,270
228316,7054
228316,7054
228325,2264
228325,1866
228325,398
228343,1598
228343,1598
228431,14206
228431,11982
228431,2224
228459,41118
228459,34304
228459,6814
228468,899
228468,860
228468,39
228486,181
228486,181
228501,3617
228501,2419
228501,1198
228529,12947
228529,11008
228529,1939
228547,76904
228547,76904
228608,7844
228608,7844
228635,2596
228635,10
228635,2586
228644,3660
228644,1172
228644,2488
228653,3859
228653,947
228653,2912
228680,4882
228680,4882
228699,5749
228699,5749
228705,15107
228705,11180
228705,3927
228723,62377
228723,46969
228723,15408
228769,48527
228769,36976
228769,11551
228778,56056
228778,42842
228778,13214
228787,23902
228787,14358
228787,9544
228796,27307
228796,22963
228796,4344
228802,9394
228802,6545
228802,2849
228866,286
228866,286
228875,10518
228875,9040
228875,1478
228884,1082
228884,1082
228909,2487
228909,2487
228981,1410
228981,1396
228981,14
229018,6909
229018,5517
229018,1392
229027,32001
229027,26928
229027,5073
229036,713
229036,713
229063,10044
229063,7331
229063,2713
229115,36668
229115,29342
229115,7326
229151,89
229151,89
229160,3269
229160,2240
229160,1029
229179,18051
229179,11029
229179,7022
229267,2478
229267,2230
229267,248
229300,5434
229300,954
229300,4480
229319,7997
229319,7997
229328,1601
229328,1601
229337,6191
229337,2160
229337,4031
229355,14596
229355,14596
229416,2942
229416,2942
229425,299
229425,299
229504,7450
229504,7450
229522,158
229522,158
229540,5762
229540,5762
229656,325
229656,325
229780,9377
229780,6739
229780,2638
229799,7925
229799,7925
229814,10030
229814,7919
229814,2111
229832,4254
229832,4254
229841,10854
229841,10854
229887,1550
229887,1545
229887,5
229957,244
229957,244
230010,1487
230010,1487
230038,36554
230038,32585
230038,3969
230047,3822
230047,3822
230056,363
230056,351
230056,12
230065,356
230065,356
230135,87
230135,87
230144,60
230144,60
230162,5758
230162,5758
230171,10786
230171,10786
230199,73
230199,73
230205,60
230205,60
230214,418
230214,418
230366,540
230366,540
230384,887
230384,887
230418,2711
230418,2711
230472,613
230472,613
230490,4004
230490,4004
230597,5507
230597,5507
230603,14675
230603,13171
230603,1504
230621,538
230621,538
230630,414
230630,414
230676,2270
230676,2270
230728,34915
230728,29632
230728,5283
230737,39501
230737,39342
230737,159
230746,46857
230746,46857
230764,37582
230764,29311
230764,8271
230782,32555
230782,31714
230782,841
230807,3564
230807,2590
230807,974
230816,797
230816,651
230816,146
230825,375
230825,321
230825,54
230834,2977
230834,2268
230834,709
230852,4090
230852,3471
230852,619
230861,10794
230861,10794
230889,755
230889,273
230889,482
230898,927
230898,641
230898,286
230913,2089
230913,1760
230913,329
230931,1853
230931,1603
230931,250
230940,306
230940,306
230959,4979
230959,4069
230959,910
230977,562
230977,562
230995,4051
230995,2697
230995,1354
231004,95
231004,95
231059,3210
231059,2164
231059,1046
231068,607
231068,607
231077,342
231077,204
231077,138
231086,524
231086,524
231095,145
231095,145
231147,826
231147,826
231165,1858
231165,1858
231174,14744
231174,12826
231174,1918
231280,158
231280,158
231411,1004
231411,1004
231420,950
231420,913
231420,37
231536,6293
231536,6293
231554,1062
231554,1051
231554,11
231581,1905
231581,1905
231624,9478
231624,6751
231624,2727
231651,6702
231651,2663
231651,4039
231688,72
231688,72
231697,6731
231697,6731
231712,5415
231712,5184
231712,231
231721,81
231721,81
231785,1144
231785,1144
231828,1506
231828,1506
231837,1149
231837,920
231837,229
231873,1872
231873,1872
231882,6041
231882,6041
231970,1245
231970,1245
232016,914
232016,914
232025,1014
232025,964
232025,50
232043,2266
232043,1390
232043,876
232052,1142
232052,1142
232089,1578
232089,1578
232186,47271
232186,31996
232186,15275
232195,10131
232195,10131
232256,1093
232256,1093
232265,5397
232265,4458
232265,939
232308,947
232308,621
232308,326
232414,18408
232414,18408
232423,22936
232423,20308
232423,2628
232450,13980
232450,13980
232502,838
232502,838
232557,108806
232557,63927
232557,44879
232566,5585
232566,4898
232566,687
232575,9613
232575,9613
232609,3130
232609,2341
232609,789
232618,198
232618,198
232672,2124
232672,1661
232672,463
232681,5462
232681,4875
232681,587
232706,4230
232706,2852
232706,1378
232724,38
232724,38
232788,3834
232788,3834
232797,3210
232797,3154
232797,56
232867,7038
232867,7038
232885,467
232885,467
232919,811
232919,811
232937,7595
232937,6730
232937,865
232946,77332
232946,77332
232982,29271
232982,22470
232982,6801
233019,4490
233019,4490
233037,2026
233037,2026
233082,195
233082,195
233091,784
233091,784
233116,7800
233116,7800
233277,10665
233277,9387
233277,1278
233286,125
233286,125
233295,1451
233295,1451
233301,710
233301,682
233301,28
233310,4887
233310,4887
233329,555
233329,555
233338,1832
233338,1832
233356,521
233356,521
233374,5147
233374,3946
233374,1201
233408,390
233408,390
233426,2132
233426,2132
233480,29
233480,29
233541,5155
233541,2484
233541,2671
233611,750
233611,750
233639,8249
233639,8249
233648,3668
233648,3668
233657,100
233657,100
233666,39
233666,39
233684,12118
233684,8030
233684,4088
233718,858
233718,832
233718,26
233754,16212
233754,16212
233772,42442
233772,42442
233842,219
233842,219
233897,3552
233897,3552
233903,3394
233903,3394
233921,33178
233921,24972
233921,8206
233949,12849
233949,12849
234030,35165
234030,26214
234030,8951
234076,27542
234076,18464
234076,9078
234085,1759
234085,1759
234119,156
234119,156
234137,641
234137,530
234137,111
234155,6191
234155,5374
234155,817
234164,1947
234164,1482
234164,465
234173,1553
234173,1553
234191,217
234191,217
234207,2300
234207,1877
234207,423
234216,262
234216,262
234225,106
234225,106
234359,311
234359,311
234377,4594
234377,4594
234401,130
234401,130
234492,2210
234492,2210
234650,172
234650,172
234669,21653
234669,21653
234696,3633
234696,3633
234711,2850
234711,2850
234739,467
234739,467
234784,723
234784,723
234827,15138
234827,14039
234827,1099
234845,5742
234845,5742
234915,3138
234915,1649
234915,1489
234924,195
234924,195
234933,16609
234933,16609
234951,6127
234951,6127
234979,9251
234979,9251
235024,791
235024,788
235024,3
235088,419
235088,419
235097,16583
235097,14564
235097,2019
235103,13935
235103,13935
235149,13613
235149,13613
235158,195
235158,195
235167,5302
235167,4944
235167,358
235237,10948
235237,10948
235307,196
235307,196
235316,8578
235316,5151
235316,3427
235334,3183
235334,3183
235343,11600
235343,11600
235352,87
235352,87
235422,1457
235422,1082
235422,375
235431,10151
235431,10151
235495,176
235495,176
235501,706
235501,706
235510,754
235510,754
235529,557
235529,557
235547,1199
235547,271
235547,928
235583,337
235583,337
235671,7055
235671,7055
235699,5551
235699,5551
235750,4681
235750,4681
235769,222
235769,222
235954,52
235954,52
236018,189
236018,189
236027,217
236027,217
236072,10349
236072,10349
236133,1962
236133,1622
236133,340
236188,11066
236188,11066
236212,1157
236212,1157
236230,3830
236230,3294
236230,536
236258,3697
236258,3697
236328,2929
236328,2617
236328,312
236382,6142
236382,6142
236452,1962
236452,1492
236452,470
236504,8694
236504,8694
236513,11661
236513,11661
236531,279
236531,279
236577,4744
236577,3617
236577,1127
236595,8391
236595,5095
236595,3296
236610,9076
236610,9076
236638,7560
236638,7560
236656,7214
236656,7214
236692,10073
236692,10073
236708,14328
236708,14328
236744,168
236744,168
236753,11416
236753,11416
236887,8254
236887,8254
236896,2155
236896,1836
236896,319
236939,31440
236939,26056
236939,5384
236948,50006
236948,34652
236948,15354
236975,4837
236975,4837
236993,520
236993,520
237011,16570
237011,15372
237011,1198
237039,6006
237039,6006
237057,1649
237057,1649
237066,3049
237066,2490
237066,559
237109,5923
237109,5923
237118,1233
237118,1120
237118,113
237127,21
237127,21
237136,311
237136,299
237136,12
237145,36
237145,36
237172,483
237172,483
237181,1002
237181,965
237181,37
237215,2101
237215,2101
237242,131
237242,131
237303,222
237303,222
237312,2368
237312,1716
237312,652
237321,156
237321,156
237330,3340
237330,2893
237330,447
237358,984
237358,984
237367,4830
237367,4483
237367,347
237385,2263
237385,2263
237437,1511
237437,1511
237473,161
237473,161
237491,52
237491,52
237525,17211
237525,11113
237525,6098
237543,361
237543,361
237552,224
237552,224
237561,111
237561,111
237570,106
237570,106
237598,293
237598,293
237604,387
237604,387
237613,125
237613,125
237640,531
237640,483
237640,48
237686,4301
237686,4301
237701,1919
237701,1919
237729,196
237729,196
237783,1044
237783,692
237783,352
237792,4962
237792,4721
237792,241
237817,2453
237817,2453
237844,165
237844,165
237880,817
237880,817
237899,3337
237899,3261
237899,76
237905,50
237905,43
237905,7
237932,3038
237932,2828
237932,210
237950,1423
237950,1423
237969,1538
237969,1413
237969,125
237978,148
237978,148
237987,348
237987,348
237996,541
237996,541
238005,78
238005,78
238014,3117
238014,3117
238032,33265
238032,24591
238032,8674
238078,1948
238078,1352
238078,596
238096,36
238096,36
238166,169
238166,169
238175,218
238175,218
238193,2795
238193,2011
238193,784
238263,21144
238263,21067
238263,77
238324,408
238324,367
238324,41
238333,1516
238333,1516
238397,3668
238397,3668
238430,6402
238430,3175
238430,3227
238458,4045
238458,3288
238458,757
238476,3359
238476,3191
238476,168
238573,179
238573,179
238616,8441
238616,4529
238616,3912
238661,4358
238661,2223
238661,2135
238722,16704
238722,16704
238759,13636
238759,13636
238786,175
238786,175
238810,131
238810,131
238892,836
238892,836
238980,4807
238980,3665
238980,1142
239008,4531
239008,4531
239017,1570
239017,1570
239071,1294
239071,1138
239071,156
239080,3445
239080,1989
239080,1456
239105,12589
239105,8782
239105,3807
239132,120
239132,120
239169,1259
239169,1259
239220,4958
239220,4958
239248,25058
239248,25058
239309,673
239309,673
239318,2818
239318,2586
239318,232
239372,10602
239372,10602
239390,1747
239390,992
239390,755
239424,134
239424,134
239442,1793
239442,1793
239460,8308
239460,8308
239488,14185
239488,14185
239503,384
239503,278
239503,106
239512,599
239512,599
239628,924
239628,924
239637,130
239637,130
239716,2307
239716,2212
239716,95
239743,1855
239743,594
239743,1261
239877,89
239877,89
239910,4083
239910,4083
239929,1974
239929,1974
240055,18270
240055,18270
240107,8207
240107,2337
240107,5870
240116,8739
240116,8739
240125,14274
240125,14274
240170,6219
240170,6219
240189,13856
240189,12182
240189,1674
240198,5914
240198,5914
240213,96
240213,96
240240,206
240240,206
240268,12136
240268,11389
240268,747
240277,8090
240277,7717
240277,373
240329,11974
240329,10434
240329,1540
240338,1503
240338,1235
240338,268
240365,16051
240365,14200
240365,1851
240374,5416
240374,5195
240374,221
240392,5180
240392,4785
240392,395
240417,10980
240417,9161
240417,1819
240426,3230
240426,3037
240426,193
240444,46407
240444,33601
240444,12806
240453,32406
240453,26562
240453,5844
240462,9787
240462,8629
240462,1158
240471,6981
240471,6410
240471,571
240480,10821
240480,10142
240480,679
240505,5544
240505,5544
240514,3221
240514,3221
240596,2418
240596,2418
240620,7163
240620,7163
240657,2568
240657,2568
240666,7007
240666,7007
240693,5678
240693,5678
240709,57
240709,57
240718,2177
240718,2177
240727,14659
240727,11509
240727,3150
240736,2110
240736,2110
240745,3669
240745,3669
240754,4890
240754,4457
240754,433
240790,1367
240790,1367
240879,659
240879,659
240985,312
240985,312
241100,1258
241100,1135
241100,123
241128,1357
241128,1269
241128,88
241146,1101
241146,1101
241182,919
241182,919
241191,1568
241191,1416
241191,152
241216,1686
241216,1596
241216,90
241225,2431
241225,1868
241225,563
241304,2448
241304,2222
241304,226
241331,1063
241331,241
241331,822
241377,2222
241377,1848
241377,374
241386,939
241386,798
241386,141
241395,1138
241395,753
241395,385
241410,9113
241410,6568
241410,2545
241517,1621
241517,1621
241614,248
241614,248
241720,1633
241720,1633
241739,15734
241739,13080
241739,2654
241766,514
241766,462
241766,52
241793,679
241793,679
241836,1733
241836,1733
241906,504
241906,504
241951,578
241951,578
242042,786
242042,786
242112,2135
242112,2135
242121,986
242121,986
242130,797
242130,797
242149,848
242149,848
242316,358
242316,358
242413,628
242413,628
242422,21208
242422,21208
242556,1425
242556,1425
242565,654
242565,654
242583,676
242583,676
242617,5749
242617,4827
242617,922
242626,5288
242626,4940
242626,348
242635,5398
242635,4855
242635,543
242644,2557
242644,2495
242644,62
242653,11252
242653,8203
242653,3049
242662,6579
242662,6115
242662,464
242680,2611
242680,2498
242680,113
242699,2511
242699,2425
242699,86
242705,5296
242705,5134
242705,162
242723,884
242723,884
242750,185
242750,185
242820,1609
242820,1609
242884,6358
242884,6358
242945,385
242945,385
242954,122
242954,122
242972,7018
242972,6702
242972,316
242981,2009
242981,2009
243072,3619
243072,3619
243081,685
243081,685
243106,3424
243106,3424
243115,4107
243115,4107
243133,5116
243133,5116
243142,4075
243142,4075
243151,3975
243151,3975
243179,3746
243179,3746
243188,1658
243188,1658
243197,12571
243197,11535
243197,1036
243203,2309
243203,502
243203,1807
243212,3651
243212,3651
243221,16357
243221,12823
243221,3534
243346,15328
243346,13959
243346,1369
243407,26
243407,26
243416,44
243416,44
243443,6371
243443,5477
243443,894
243498,245
243498,245
243568,521
243568,187
243568,334
243577,5436
243577,4394
243577,1042
243586,1737
243586,1580
243586,157
243601,19742
243601,16546
243601,3196
243638,5536
243638,5536
243647,835
243647,835
243665,2829
243665,2597
243665,232
243744,21599
243744,8376
243744,13223
243780,42781
243780,32041
243780,10740
243799,59
243799,59
243823,1253
243823,337
243823,916
243832,2257
243832,2133
243832,124
243841,1152
243841,1152
244011,1010
244011,1010
244154,509
244154,509
244190,1092
244190,170
244190,922
244233,950
244233,950
244279,242
244279,242
244437,32797
244437,32797
244446,6601
244446,6601
244491,159
244491,159
244561,597
244561,597
244613,592
244613,592
245069,82
245069,82
245281,47
245281,47
245290,204
245290,204
245342,2317
245342,2317
245421,139
245421,139
245430,267
245430,267
245625,2948
245625,2948
245652,508
245652,375
245652,133
245731,48
245731,26
245731,22
245777,73
245777,42
245777,31
245838,1392
245838,477
245838,915
245847,477
245847,203
245847,274
245865,976
245865,976
245883,1113
245883,327
245883,786
245892,556
245892,146
245892,410
245953,3606
245953,2937
245953,669
245962,589
245962,589
245980,55
245980,55
245999,2819
245999,2819
246008,358
246008,358
246017,408
246017,408
246035,267
246035,267
246071,127
246071,127
246202,564
246202,564
246266,1135
246266,1135
246345,216
246345,216
246354,14116
246354,14116
246406,33
246406,33
246415,103
246415,103
246460,168
246460,168
246594,99
246594,99
246789,128
246789,22
246789,106
246813,6618
246813,6618
246895,1038
246895,1038
246974,862
246974,862
247010,77
247010,77
247047,192
247047,192
247065,1407
247065,1407
247153,417
247153,417
247162,157
247162,27
247162,130
247409,366
247409,366
247603,4518
247603,4518
247649,628
247649,628
247700,1114
247700,1114
247773,81
247773,64
247773,17
247825,68
247825,29
247825,39
247834,41301
247834,41301
247940,5818
247940,5818
248165,63
248165,63
248192,29
248192,29
248305,190
248305,190
248314,71
248314,71
248527,48
248527,48
248606,1293
248606,1293
248624,139
248624,139
248633,63
248633,63
248660,277
248660,277
248703,267
248703,267
248846,213
248846,213
248882,618
248882,618
248925,1536
248925,1536
248934,15640
248934,15569
248934,71
249061,129
249061,129
249140,935
249140,935
249238,455
249238,455
249566,376
249566,376
249609,380
249609,380
250027,343
250027,343
250072,203
250072,203
250285,645
250285,645
250407,190
250407,190
250498,161
250498,161
250601,853
250601,853
250744,1123
250744,1123
250902,122
250902,122
250993,452
250993,452
251075,504
251075,504
251251,516
251251,516
251260,7021
251260,7021
251312,2537
251312,1855
251312,682
260293,6153
260293,5896
260293,257
260336,51
260336,51
260354,158
260354,158
260363,37
260363,37
260372,646
260372,646
260664,216
260664,216
260691,1844
260691,1844
260789,1044
260789,1044
260813,280
260813,280
260901,81909
260901,65726
260901,16183
260910,699
260910,624
260910,75
260929,211
260929,211
260947,46
260947,46
260956,305
260956,305
260965,107
260965,107
260974,478
260974,478
260992,1210
260992,1210
261375,1819
261375,1819
261384,716
261384,716
261393,756
261393,756
261436,1638
261436,1638
261472,1107
261472,1107
261676,228
261676,228
261685,228
261685,228
261719,367
261719,367
261773,32
261773,32
261861,191
261861,191
261931,289
261931,289
262022,205
262022,205
262031,10543
262031,10543
262086,11767
262086,5949
262086,5818
262129,818
262129,818
262165,87
262165,87
262235,82
262235,82
262299,130
262299,130
262332,2175
262332,2175
262341,1105
262341,1105
262369,244
262369,244
262402,348
262402,348
262466,178
262466,178
262509,768
262509,768
262660,121
262660,121
362700,603
362700,603
362782,249
362782,249
363013,133
363013,133
363077,408
363077,408
363147,172
363147,172
363165,1497
363165,1497
363387,1986
363387,1986
363439,453
363439,453
363590,771
363590,771
363633,2370
363633,2370
363679,153
363679,153
363712,58
363712,58
363721,373
363721,373
363882,97
363882,97
363907,1743
363907,1315
363907,428
363916,693
363916,569
363916,124
363934,1220
363934,1153
363934,67
364016,14198
364016,14198
364025,19297
364025,19297
364122,6
364122,6
364168,635
364168,635
364326,399
364326,399
364335,1270
364335,1270
364548,389
364548,389
364575,42
364575,42
364584,188
364584,188
364627,458
364627,458
364636,66
364636,66
364751,247
364751,247
364760,115
364760,115
364812,71
364812,71
364946,225
364946,225
364955,1055
364955,1055
364964,224
364964,224
364973,888
364973,888
365055,1664
365055,1664
365073,163
365073,163
365091,570
365091,570
365125,229
365125,229
365198,715
365198,715
365204,6437
365204,6437
365213,607
365213,607
365240,346
365240,346
365374,1564
365374,1564
365383,182
365383,182
365426,391
365426,391
365480,791
365480,791
365505,62
365505,62
365569,56
365569,56
365693,226
365693,226
365763,81
365763,81
365824,325
365824,325
365833,347
365833,347
366003,214
366003,194
366003,20
366155,35
366155,35
366191,1900
366191,1900
366252,6709
366252,6709
366261,513
366261,513
366270,884
366270,884
366289,440
366289,440
366340,856
366340,856
366368,106
366368,106
366395,33850
366395,33850
366401,11814
366401,11814
366438,143
366438,143
366465,3389
366465,3389
366535,881
366535,881
366544,634
366544,634
366553,2095
366553,2095
366571,24
366571,24
366580,828
366580,828
366605,64
366605,64
366623,108
366623,108
366632,58
366632,58
366650,719
366650,719
366678,851
366678,851
366696,1170
366696,1170
366711,11590
366711,10984
366711,606
366748,1118
366748,523
366748,595
366793,111
366793,111
366960,740
366960,740
367024,1389
367024,1250
367024,139
367051,126
367051,126
367088,103
367088,103
367097,323
367097,323
367103,40
367103,40
367112,1077
367112,1077
367130,181
367130,181
367158,150
367158,150
367194,664
367194,640
367194,24
367334,414
367334,414
367361,45
367361,45
367398,706
367398,706
367431,72
367431,72
367459,11624
367459,11624
367662,70
367662,70
367839,677
367839,617
367839,60
367875,307
367875,307
367884,3072
367884,2781
367884,291
367909,760
367909,760
367936,2761
367936,728
367936,2033
367954,2439
367954,2439
367972,148
367972,148
367981,140
367981,140
368036,44
368036,44
368230,284
368230,284
368364,283
368364,283
368407,91
368407,91
368443,975
368443,975
368452,383
368452,383
368540,48
368540,48
368601,1400
368601,1400
368629,1290
368629,1290
368647,48
368647,48
368771,232
368771,232
368780,605
368780,605
368805,683
368805,683
368832,68
368832,68
368911,2328
368911,2328
369002,587
369002,587
369084,865
369084,865
369109,114
369109,114
369400,4502
369400,4502
369419,1468
369419,1468
369446,88
369446,88
369455,109
369455,109
369516,552
369516,525
369516,27
369659,322
369659,322
369668,317
369668,317
369686,254
